Frame,Time,X,Y
137,5.48,168.290088,133.002915
138,5.52,168.334169,133.112331
139,5.56,168.356667,133.100057
140,5.6,168.332068,133.112082
141,5.64,168.401089,133.161354
142,5.68,168.476847,133.37422
143,5.72,168.552243,133.491243
144,5.76,168.475694,133.373207
145,5.8,168.676945,133.52901
146,5.84,168.973507,133.51656
147,5.88,169.33838,133.67851
148,5.92,168.98031,133.516955
149,5.96,169.630306,133.804714
150,6,170.14479,134.002597
151,6.04,170.26264,134.088752
152,6.08,170.144523,133.998042
153,6.12,170.37115,134.157943
154,6.16,170.486708,134.323572
155,6.2,170.5161,134.421812
156,6.24,170.485524,134.320862
157,6.28,170.543396,134.507693
158,6.32,170.485194,134.591147
159,6.36,170.487139,134.570155
160,6.4,170.484741,134.591704
161,6.44,170.478636,134.538581
162,6.48,170.522995,134.516122
163,6.52,170.524678,134.533022
164,6.56,170.522693,134.514728
165,6.6,170.559632,134.580924
166,6.64,170.664651,134.533021
167,6.68,170.740291,134.504691
168,6.72,170.663822,134.534593
169,6.76,170.821443,134.448443
170,6.8,170.944984,134.378522
171,6.84,170.987404,134.357452
172,6.88,170.944423,134.378232
173,6.92,171.044738,134.312344
174,6.96,171.132368,134.21175
175,7,171.153952,134.137783
176,7.04,171.131823,134.212164
177,7.08,171.22089,134.078183
178,7.12,171.314283,133.925288
179,7.16,171.37947,133.881605
180,7.2,171.313379,133.927057
181,7.24,171.459349,133.835062
182,7.28,171.628105,133.718379
183,7.32,171.694174,133.742708
184,7.36,171.627939,133.720228
185,7.4,171.79738,133.777569
186,7.44,171.982715,133.863817
187,7.48,172.115947,133.942279
188,7.52,171.982395,133.865255
189,7.56,172.292496,134.046767
190,7.6,172.620308,134.256545
191,7.64,172.727589,134.307612
192,7.68,172.620173,134.256981
193,7.72,173.259721,134.33803
194,7.76,175.303027,134.394263
195,7.8,176.490039,134.434327
196,7.84,175.299066,134.393442
197,7.88,177.166576,134.501334
198,7.92,178.137757,134.613706
199,7.96,178.744888,134.738463
200,8,178.744873,134.73858
201,8.04,178.744858,134.738697
202,8.08,178.750622,134.901682
203,8.12,178.65988,134.958756
204,8.16,178.74932,134.899999
205,8.2,178.624567,135.024015
206,8.24,178.455964,135.09048
207,8.28,178.393708,135.092064
208,8.32,178.454651,135.09097
209,8.36,178.362613,135.109663
210,8.4,178.333841,135.123814
211,8.44,178.317063,135.152937
212,8.48,178.333507,135.124465
213,8.52,178.319091,135.179013
214,8.56,178.34598,135.209231
215,8.6,178.405058,135.22367
216,8.64,178.344985,135.213344
217,8.68,178.455982,135.244453
218,8.72,178.559229,135.265873
219,8.76,178.617392,135.269253
220,8.8,178.558539,135.26852
221,8.84,178.663279,135.245461
222,8.88,178.739315,135.240041
223,8.92,178.757346,135.236397
224,8.96,178.738455,135.240457
225,9,178.780917,135.244773
226,9.04,178.849398,135.256208
227,9.08,178.858748,135.26266
228,9.12,178.848882,135.257932
229,9.16,178.847295,135.242486
230,9.2,178.803066,135.239072
231,9.24,178.763948,135.233423
232,9.28,178.802499,135.240605
233,9.32,178.731136,135.230288
234,9.36,178.652586,135.261878
235,9.4,178.592795,135.263122
236,9.44,178.651701,135.263789
237,9.48,178.517071,135.203537
238,9.52,178.396674,135.164908
239,9.56,178.398967,135.148433
240,9.6,178.39592,135.164647
241,9.64,178.428157,135.177966
242,9.68,178.470064,135.229216
243,9.72,178.499246,135.29076
244,9.76,178.469639,135.228712
245,9.8,178.510202,135.291658
246,9.84,178.493316,135.318006
247,9.88,178.427225,135.254064
248,9.92,178.492746,135.316939
249,9.96,178.371655,135.161392
250,10,178.258932,134.947768
251,10.04,178.217197,134.812694
252,10.08,178.258195,134.952225
253,10.12,178.130792,134.750108
254,10.16,177.906877,134.732722
255,10.2,177.782678,134.748473
256,10.24,177.905831,134.733534
257,10.28,177.655916,134.75945
258,10.32,177.326562,134.827584
259,10.36,177.165291,134.845212
260,10.4,177.325122,134.82635
261,10.44,176.98081,134.877148
262,10.48,176.528252,134.935803
263,10.52,176.276219,134.960339
264,10.56,176.52728,134.936066
265,10.6,176.022826,135.028569
266,10.64,175.375733,135.120202
267,10.68,175.047384,135.207744
268,10.72,175.373162,135.119152
269,10.76,174.721223,135.290884
270,10.8,174.100756,135.509215
271,10.84,173.810615,135.599156
272,10.88,174.099529,135.508145
273,10.92,173.584255,135.678937
274,10.96,173.107322,135.807055
275,11,172.897645,135.848838
276,11.04,173.107182,135.808442
277,11.08,172.709809,135.836576
278,11.12,172.393922,135.862144
279,11.16,172.245727,135.880013
280,11.2,172.39393,135.862981
281,11.24,172.11239,135.870094
282,11.28,171.933104,135.866764
283,11.32,171.883444,135.829494
284,11.36,171.933314,135.863961
285,11.4,171.859841,135.773974
286,11.44,171.861369,135.671053
287,11.48,171.881248,135.628675
288,11.52,171.861451,135.670719
289,11.56,171.958617,135.571466
290,11.6,172.153544,135.452295
291,11.64,172.283563,135.422743
292,11.68,172.153759,135.454131
293,11.72,172.379487,135.431976
294,11.76,172.46175,135.459926
295,11.8,172.478331,135.432377
296,11.84,172.46178,135.459751
297,11.88,172.493773,135.388328
298,11.92,172.501973,135.380695
299,11.96,172.428172,135.465634
300,12,172.428191,135.46565
301,12.04,172.428211,135.465666
302,12.08,172.293358,135.519893
303,12.12,172.269684,135.521596
304,12.16,172.293222,135.518639
305,12.2,172.264228,135.519622
306,12.24,172.386888,135.416695
307,12.28,172.551344,135.314258
308,12.32,172.38583,135.416838
309,12.36,172.720067,135.257472
310,12.4,173.057467,135.14903
311,12.44,173.14992,135.085985
312,12.48,173.056627,135.146866
313,12.52,173.205116,135.049548
314,12.56,173.180888,134.959291
315,12.6,173.160524,134.93182
316,12.64,173.180084,134.960633
317,12.68,173.146572,134.906558
318,12.72,173.18059,134.906756
319,12.76,173.22687,134.899525
320,12.8,173.180902,134.906622
321,12.84,173.255465,134.861547
322,12.88,173.324494,134.756087
323,12.92,173.309434,134.662983
324,12.96,173.324353,134.757444
325,13,173.276924,134.591527
326,13.04,173.201106,134.403518
327,13.08,173.114601,134.31983
328,13.12,173.200304,134.406206
329,13.16,173.042056,134.241041
330,13.2,172.930593,134.060415
331,13.24,172.845444,133.999596
332,13.28,172.930588,134.059315
333,13.32,172.777065,133.952157
334,13.36,172.650167,133.870096
335,13.4,172.560467,133.825487
336,13.44,172.650311,133.870365
337,13.48,172.481668,133.772998
338,13.52,172.282748,133.783757
339,13.56,172.188879,133.799828
340,13.6,172.282381,133.782145
341,13.64,172.075101,133.798636
342,13.68,171.828121,133.857123
343,13.72,171.715757,133.870507
344,13.76,171.82777,133.854569
345,13.8,171.609925,133.922466
346,13.84,171.621911,134.175646
347,13.88,171.821836,134.344486
348,13.92,171.620181,134.175294
349,13.96,171.957601,134.623711
350,14,172.316013,134.972341
351,14.04,172.399826,135.085874
352,14.08,172.316391,134.973339
353,14.12,172.465759,135.162963
354,14.16,172.581519,135.228163
355,14.2,172.615983,135.22956
356,14.24,172.580862,135.22841
357,14.28,172.664645,135.267458
358,14.32,172.735311,135.302568
359,14.36,172.75918,135.316487
360,14.4,172.734842,135.303681
361,14.44,172.769794,135.277954
362,14.48,172.742415,135.162171
363,14.52,172.741376,135.16178
364,14.56,172.741815,135.16297
365,14.6,172.752513,135.153079
366,14.64,172.707722,135.026114
367,14.68,172.644687,134.938936
368,14.72,172.707341,135.025799
369,14.76,172.59447,134.890161
370,14.8,172.515421,134.743709
371,14.84,172.479231,134.673101
372,14.88,172.514776,134.74375
373,14.92,172.454925,134.627574
374,14.96,172.460776,134.61748
375,15,172.503687,134.612728
376,15.04,172.460398,134.618137
377,15.08,172.568868,134.663796
378,15.12,172.717402,134.777266
379,15.16,172.743047,134.86692
380,15.2,172.717669,134.777876
381,15.24,172.745461,134.884826
382,15.28,172.749726,134.915892
383,15.32,172.751651,134.928138
384,15.36,172.749328,134.917608
385,15.4,172.740195,134.939572
386,15.44,172.720823,134.963334
387,15.48,172.69536,134.989224
388,15.52,172.720699,134.962389
389,15.56,172.647398,135.018514
390,15.6,172.616077,135.096606
391,15.64,172.623553,135.152078
392,15.68,172.615836,135.097105
393,15.72,172.63867,135.20102
394,15.76,172.659986,135.182226
395,15.8,172.667284,135.152689
396,15.84,172.659509,135.182221
397,15.88,172.683706,135.131495
398,15.92,172.770996,135.054355
399,15.96,172.982076,134.903062
400,16,172.982074,134.903206
401,16.04,172.982071,134.90335
402,16.08,173.377557,134.78216
403,16.12,173.6109,134.776811
404,16.16,173.376626,134.782595
405,16.2,173.831907,134.720213
406,16.24,174.175317,134.749049
407,16.28,174.263624,134.665007
408,16.32,174.174533,134.750645
409,16.36,174.322919,134.578875
410,16.4,174.424204,134.446248
411,16.44,174.475239,134.462951
412,16.48,174.423523,134.446802
413,16.52,174.500293,134.383283
414,16.56,174.463535,134.244208
415,16.6,174.394435,134.121641
416,16.64,174.462377,134.245151
417,16.68,174.324665,134.033722
418,16.72,174.260646,133.919206
419,16.76,174.240814,133.871934
420,16.8,174.260397,133.920438
421,16.84,174.220815,133.896388
422,16.88,174.153794,133.889926
423,16.92,174.082666,133.913945
424,16.96,174.153477,133.890332
425,17,173.98597,133.948547
426,17.04,173.824179,133.951033
427,17.08,173.753402,133.93502
428,17.12,173.824226,133.952837
429,17.16,173.6758,133.887679
430,17.2,173.476966,133.707332
431,17.24,173.427093,133.638688
432,17.28,173.476581,133.708126
433,17.32,173.455832,133.575891
434,17.36,173.517525,133.49047
435,17.4,173.560513,133.48421
436,17.44,173.517006,133.491157
437,17.48,173.59763,133.474324
438,17.52,173.682036,133.462716
439,17.56,173.698999,133.417165
440,17.6,173.681388,133.462371
441,17.64,173.641649,133.366443
442,17.68,173.442892,133.196831
443,17.72,173.323158,133.141558
444,17.76,173.442046,133.196914
445,17.8,173.197742,133.086504
446,17.84,172.896836,132.978486
447,17.88,172.735436,132.906033
448,17.92,172.8962,132.980909
449,17.96,172.517179,132.823713
450,18,171.888706,132.349315
451,18.04,171.541317,132.117019
452,18.08,171.889904,132.350125
453,18.12,171.23605,131.952897
454,18.16,170.71453,131.677358
455,18.2,170.487818,131.559502
456,18.24,170.71519,131.678273
457,18.28,170.287077,131.41312
458,18.32,169.868952,130.999332
459,18.36,169.675387,130.735954
460,18.4,169.869544,131.002797
461,18.44,169.463741,130.504693
462,18.48,169.125034,129.972682
463,18.52,168.991117,129.728064
464,18.56,169.125539,129.97345
465,18.6,168.878957,129.508974
466,18.64,168.700432,129.141229
467,18.68,168.642946,128.976237
468,18.72,168.701222,129.14382
469,18.76,168.608956,128.814359
470,18.8,168.663703,128.568394
471,18.84,168.708501,128.529383
472,18.88,168.663557,128.57272
473,18.92,168.7279,128.526287
474,18.96,168.609205,128.464993
475,19,168.539945,128.431374
476,19.04,168.608664,128.466578
477,19.08,168.497798,128.402528
478,19.12,168.32142,128.42994
479,19.16,168.216563,128.461672
480,19.2,168.32069,128.429214
481,19.24,168.086734,128.46854
482,19.28,167.848763,128.467398
483,19.32,167.73681,128.478686
484,19.36,167.847978,128.470832
485,19.4,167.660428,128.507361
486,19.44,167.648305,128.541027
487,19.48,167.737102,128.554344
488,19.52,167.647327,128.54459
489,19.56,167.895366,128.542073
490,19.6,168.218076,128.48056
491,19.64,168.351733,128.470705
492,19.68,168.217601,128.481471
493,19.72,168.524601,128.448948
494,19.76,168.758959,128.42206
495,19.8,168.836173,128.410814
496,19.84,168.758358,128.421134
497,19.88,168.894965,128.41963
498,19.92,168.934459,128.434149
499,19.96,168.782774,128.423606
500,20,168.782774,128.423598
501,20.04,168.782773,128.423589
502,20.08,168.504589,128.325153
503,20.12,168.34956,128.311818
504,20.16,168.503574,128.325387
505,20.2,168.266203,128.330417
506,20.24,168.301324,128.430034
507,20.28,168.319301,128.510292
508,20.32,168.300237,128.431787
509,20.36,168.276331,128.599734
510,20.4,168.025918,128.691929
511,20.44,167.833456,128.668514
512,20.48,168.025035,128.695491
513,20.52,167.615862,128.707899
514,20.56,167.252195,128.80932
515,20.6,167.154086,128.817894
516,20.64,167.252937,128.80744
517,20.68,167.099092,128.860291
518,20.72,167.277053,128.916615
519,20.76,167.522315,128.932228
520,20.8,167.277633,128.917397
521,20.84,167.8502,128.928022
522,20.88,168.540053,129.022842
523,20.92,168.832175,129.023895
524,20.96,168.540131,129.025727
525,21,169.00996,129.090562
526,21.04,169.154497,129.207422
527,21.08,169.172501,129.243579
528,21.12,169.154059,129.209526
529,21.16,169.195041,129.327158
530,21.2,169.307489,129.570906
531,21.24,169.466228,129.761856
532,21.28,169.308195,129.573073
533,21.32,169.69489,129.976969
534,21.36,170.306989,130.392754
535,21.4,170.651253,130.591798
536,21.44,170.305923,130.392396
537,21.48,170.98335,130.837335
538,21.52,171.509607,131.137406
539,21.56,171.703734,131.191566
540,21.6,171.509655,131.138576
541,21.64,171.892566,131.245116
542,21.68,172.173331,131.308544
543,21.72,172.257021,131.359783
544,21.76,172.172848,131.310541
545,21.8,172.339302,131.392261
546,21.84,172.441121,131.438578
547,21.88,172.487333,131.455152
548,21.92,172.440417,131.438543
549,21.96,172.569539,131.505361
550,22,172.773343,131.712982
551,22.04,172.861671,131.814873
552,22.08,172.772816,131.714546
553,22.12,172.906941,131.870055
554,22.16,172.863577,131.889424
555,22.2,172.801626,131.890586
556,22.24,172.8633,131.890904
557,22.28,172.73274,131.875589
558,22.32,172.558295,131.800577
559,22.36,172.44623,131.734034
560,22.4,172.558065,131.801857
561,22.44,172.310163,131.693318
562,22.48,172.018402,131.561479
563,22.52,171.903482,131.484922
564,22.56,172.017921,131.561341
565,22.6,171.817078,131.444667
566,22.64,171.745536,131.39707
567,22.68,171.754865,131.400781
568,22.72,171.745459,131.397634
569,22.76,171.796394,131.392664
570,22.8,171.951665,131.381175
571,22.84,172.018665,131.375039
572,22.88,171.951413,131.380186
573,22.92,172.072931,131.385022
574,22.96,172.219462,131.388809
575,23,172.297935,131.37281
576,23.04,172.219077,131.38963
577,23.08,172.359461,131.330251
578,23.12,172.475938,131.266158
579,23.16,172.522438,131.274132
580,23.2,172.475352,131.267836
581,23.24,172.564301,131.29992
582,23.28,172.618277,131.362376
583,23.32,172.637086,131.403653
584,23.36,172.617818,131.361769
585,23.4,172.672604,131.462111
586,23.44,172.728531,131.574196
587,23.48,172.745726,131.621833
588,23.52,172.728089,131.575445
589,23.56,172.770782,131.670734
590,23.6,172.771688,131.67453
591,23.64,172.76013,131.674757
592,23.68,172.771525,131.675932
593,23.72,172.743159,131.688431
594,23.76,172.698203,131.698505
595,23.8,172.665807,131.700574
596,23.84,172.697577,131.698908
597,23.88,172.620081,131.733826
598,23.92,172.524778,131.749132
599,23.96,172.451802,131.776935
600,24,172.451813,131.777035
601,24.04,172.451824,131.777135
602,24.08,172.454366,131.763153
603,24.12,172.488767,131.769523
604,24.16,172.454294,131.764131
605,24.2,172.510301,131.802069
606,24.24,172.506729,131.793509
607,24.28,172.446239,131.687447
608,24.32,172.506671,131.796725
609,24.36,172.353104,131.54916
610,24.4,172.018317,131.220038
611,24.44,171.837788,131.073224
612,24.48,172.01925,131.22079
613,24.52,171.685035,130.971227
614,24.56,171.395792,130.794957
615,24.6,171.277072,130.651314
616,24.64,171.395783,130.794395
617,24.68,171.179379,130.564091
618,24.72,170.978629,130.474662
619,24.76,170.89054,130.459327
620,24.8,170.978068,130.47462
621,24.84,170.813115,130.487459
622,24.88,170.587195,130.400261
623,24.92,170.468895,130.267299
624,24.96,170.587419,130.399795
625,25,170.395841,130.1022
626,25.04,170.355926,129.817958
627,25.08,170.384871,129.737443
628,25.12,170.355836,129.818601
629,25.16,170.454308,129.676495
630,25.2,170.556549,129.519319
631,25.24,170.595719,129.420097
632,25.28,170.555273,129.51911
633,25.32,170.633843,129.320688
634,25.36,170.646523,129.247102
635,25.4,170.624327,129.287989
636,25.44,170.646265,129.247181
637,25.48,170.559493,129.283289
638,25.52,170.398412,129.256912
639,25.56,170.304689,129.261818
640,25.6,170.398192,129.257627
641,25.64,170.18837,129.291469
642,25.68,169.93846,129.425788
643,25.72,169.752891,129.47527
644,25.76,169.937067,129.427223
645,25.8,169.509777,129.555926
646,25.84,169.141455,129.627754
647,25.88,169.01999,129.656039
648,25.92,169.140978,129.62862
649,25.96,168.900409,129.728339
650,26,168.660206,129.861392
651,26.04,168.581105,129.922005
652,26.08,168.65984,129.862129
653,26.12,168.538806,129.983711
654,26.16,168.549621,130.078376
655,26.2,168.66251,130.166586
656,26.24,168.548891,130.076776
657,26.28,168.873727,130.240839
658,26.32,169.517314,130.451572
659,26.36,169.896348,130.601009
660,26.4,169.518946,130.455545
661,26.44,170.257848,130.752507
662,26.48,170.845671,130.991725
663,26.52,171.047021,131.116414
664,26.56,170.84554,130.990767
665,26.6,171.230136,131.207537
666,26.64,171.481639,131.364568
667,26.68,171.582524,131.420524
668,26.72,171.481517,131.365471
669,26.76,171.700838,131.479232
670,26.8,171.951892,131.606522
671,26.84,172.093053,131.664335
672,26.88,171.951649,131.605681
673,26.92,172.218509,131.744497
674,26.96,172.450849,131.90144
675,27,172.564429,131.977908
676,27.04,172.451101,131.903597
677,27.08,172.64875,132.110608
678,27.12,172.817482,132.327465
679,27.16,172.876506,132.449266
680,27.2,172.817573,132.328016
681,27.24,172.935049,132.580898
682,27.28,173.04188,132.849627
683,27.32,173.063842,132.98276
684,27.36,173.041617,132.849571
685,27.4,173.087627,133.089413
686,27.44,173.156738,133.260559
687,27.48,173.242462,133.317701
688,27.52,173.157121,133.25985
689,27.56,173.390036,133.419822
690,27.6,173.726047,133.55366
691,27.64,173.806324,133.591466
692,27.68,173.725567,133.554912
693,27.72,173.821185,133.631993
694,27.76,173.673855,133.578082
695,27.8,173.554843,133.538875
696,27.84,173.673646,133.578556
697,27.88,173.44817,133.545817
698,27.92,173.265221,133.543624
699,27.96,173.172206,133.584201
700,28,173.172228,133.584256
701,28.04,173.17225,133.584312
702,28.08,173.166328,133.578119
703,28.12,173.15244,133.581182
704,28.16,173.165991,133.57866
705,28.2,173.14472,133.557714
706,28.24,173.070042,133.495237
707,28.28,172.989733,133.440336
708,28.32,173.070063,133.493729
709,28.36,172.912606,133.401104
710,28.4,172.804314,133.27371
711,28.44,172.793002,133.230035
712,28.48,172.804635,133.274234
713,28.52,172.801985,133.198638
714,28.56,172.85575,133.168464
715,28.6,172.877191,133.185999
716,28.64,172.855817,133.166378
717,28.68,172.90531,133.234297
718,28.72,172.989027,133.29421
719,28.76,173.05961,133.310053
720,28.8,172.989511,133.291833
721,28.84,173.127284,133.307219
722,28.88,173.22734,133.371626
723,28.92,173.249041,133.399738
724,28.96,173.227025,133.371349
725,29,173.250091,133.379925
726,29.04,173.406979,133.465898
727,29.08,173.626056,133.652813
728,29.12,173.406364,133.463983
729,29.16,173.72997,133.778322
730,29.2,173.836871,133.904782
731,29.24,173.84921,133.928572
732,29.28,173.836933,133.903272
733,29.32,173.830111,133.891627
734,29.36,173.798353,133.890403
735,29.4,173.784148,133.891196
736,29.44,173.79873,133.887912
737,29.48,173.771154,133.852251
738,29.52,173.770446,133.789061
739,29.56,173.784391,133.734352
740,29.6,173.76999,133.787412
741,29.64,173.808201,133.709091
742,29.68,173.844619,133.606537
743,29.72,173.848413,133.541859
744,29.76,173.843748,133.604502
745,29.8,173.849727,133.484646
746,29.84,173.844987,133.305222
747,29.88,173.835273,133.241767
748,29.92,173.844745,133.302227
749,29.96,173.802556,133.195629
750,30,173.76644,133.122779
751,30.04,173.748444,133.117791
752,30.08,173.766235,133.122694
753,30.12,173.716194,133.12694
754,30.16,173.641189,133.125885
755,30.2,173.619447,133.14003
756,30.24,173.641033,133.125341
757,30.28,173.599812,133.160039
758,30.32,173.594166,133.304374
759,30.36,173.607006,133.352433
760,30.4,173.593619,133.303415
761,30.44,173.655358,133.32975
762,30.48,173.766621,133.459373
763,30.52,173.846045,133.597994
764,30.56,173.765814,133.460634
765,30.6,173.919228,133.649714
766,30.64,174.06982,133.533045
767,30.68,174.073373,133.508946
768,30.72,174.069879,133.533297
769,30.76,174.043823,133.483777
770,30.8,173.979957,133.332026
771,30.84,173.94779,133.32028
772,30.88,173.979508,133.329451
773,30.92,173.931891,133.285603
774,30.96,174.046661,133.279868
775,31,174.111354,133.302696
776,31.04,174.046285,133.276971
777,31.08,174.151895,133.394501
778,31.12,174.119596,133.462832
779,31.16,174.040844,133.442841
780,31.2,174.119778,133.459309
781,31.24,173.876899,133.40317
782,31.28,173.363914,133.106736
783,31.32,173.014098,132.875866
784,31.36,173.364166,133.108883
785,31.4,172.696614,132.622262
786,31.44,171.855668,132.206308
787,31.48,171.410153,132.021885
788,31.52,171.858557,132.210248
789,31.56,171.00614,131.78863
790,31.6,170.152897,131.402519
791,31.64,169.761785,131.205314
792,31.68,170.154422,131.406405
793,31.72,169.399493,131.028787
794,31.76,168.760086,130.687955
795,31.8,168.471238,130.504734
796,31.84,168.759268,130.690087
797,31.88,168.224732,130.345639
798,31.92,167.843205,130.011551
799,31.96,167.63617,129.699255
800,32,167.636188,129.69913
801,32.04,167.636206,129.699004
802,32.08,167.589082,129.342833
803,32.12,167.60339,129.224521
804,32.16,167.588408,129.34289
805,32.2,167.609131,129.150568
806,32.24,167.547185,129.011662
807,32.28,167.504743,128.913171
808,32.32,167.546495,129.011673
809,32.36,167.458537,128.833363
810,32.4,167.302685,128.734008
811,32.44,167.18807,128.71608
812,32.48,167.301985,128.72737
813,32.52,167.044947,128.659548
814,32.56,166.727649,128.523282
815,32.6,166.571655,128.477964
816,32.64,166.727276,128.515299
817,32.68,166.452163,128.390689
818,32.72,166.389212,128.270407
819,32.76,166.441801,128.1754
820,32.8,166.389015,128.271143
821,32.84,166.523696,128.078087
822,32.88,166.693915,127.957972
823,32.92,166.774188,127.887179
824,32.96,166.694053,127.957945
825,33,166.823484,127.827311
826,33.04,166.923365,127.708443
827,33.08,166.949234,127.66187
828,33.12,166.923061,127.708385
829,33.16,166.961593,127.663866
830,33.2,167.032035,127.61952
831,33.24,167.067881,127.605238
832,33.28,167.03182,127.622248
833,33.32,167.106846,127.584991
834,33.36,167.159247,127.544031
835,33.4,167.189874,127.535895
836,33.44,167.158912,127.544889
837,33.48,167.254246,127.532676
838,33.52,167.343601,127.543156
839,33.56,167.36742,127.586423
840,33.6,167.343634,127.541495
841,33.64,167.398165,127.626131
842,33.68,167.399845,127.778299
843,33.72,167.392996,127.903579
844,33.76,167.398716,127.777841
845,33.8,167.389535,128.033273
846,33.84,167.505012,128.299213
847,33.88,167.643023,128.462373
848,33.92,167.50481,128.301095
849,33.96,167.8389,128.63593
850,34,168.041484,128.852538
851,34.04,167.999507,128.94121
852,34.08,168.041169,128.855702
853,34.12,167.849886,128.977157
854,34.16,167.400288,129.032675
855,34.2,167.112508,129.093306
856,34.24,167.400139,129.032935
857,34.28,166.854048,129.151416
858,34.32,166.434956,129.253448
859,34.36,166.320256,129.254993
860,34.4,166.435032,129.252984
861,34.44,166.257458,129.231818
862,34.48,166.288205,129.141353
863,34.52,166.339644,129.059037
864,34.56,166.288266,129.138111
865,34.6,166.414594,128.991209
866,34.64,166.488103,128.848365
867,34.68,166.473154,128.77924
868,34.72,166.486603,128.850412
869,34.76,166.438941,128.759622
870,34.8,166.358765,128.712336
871,34.84,166.305223,128.71073
872,34.88,166.358254,128.713981
873,34.92,166.280836,128.758075
874,34.96,166.206638,128.759048
875,35,166.187967,128.7603
876,35.04,166.206266,128.758402
877,35.08,166.118574,128.686451
